dataset,task,algo,buildtime,querytime,params,file,software,ram-process-max,ram-system-max,cpu-process-max,cpu-system-max,process-wallclock,recall_description,recall
llama-eval,task2,faissHNSW,189.0143792629242,0.9020237922668457,"index=(HNSW128,efConstruction=500),query=(efSearch=400)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.904
llama-eval,task2,faissHNSW,189.0143792629242,0.3970808982849121,"index=(HNSW128,efConstruction=500),query=(efSearch=200)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8111333333333334
llama-eval,task2,faissHNSW,189.0143792629242,1.0966389179229736,"index=(HNSW128,efConstruction=500),query=(efSearch=500)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9273
llama-eval,task2,faissHNSW,189.0143792629242,0.6978166103363037,"index=(HNSW128,efConstruction=500),query=(efSearch=300)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8718666666666667
llama-eval,task2,faissHNSW,189.0143792629242,0.19097423553466797,"index=(HNSW128,efConstruction=500),query=(efSearch=25)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.4083333333333333
llama-eval,task2,faissHNSW,189.0143792629242,0.29703688621520996,"index=(HNSW128,efConstruction=500),query=(efSearch=100)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.6849666666666666
llama-eval,task2,faissHNSW,189.0143792629242,0.20107746124267578,"index=(HNSW128,efConstruction=500),query=(efSearch=50)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.5464
llama-eval,task2,faissHNSW,189.0143792629242,0.10113286972045898,"index=(HNSW128,efConstruction=500),query=(efSearch=10)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.2529666666666667
llama-eval,task2,faissHNSW,189.0143792629242,0.8021206855773926,"index=(HNSW128,efConstruction=500),query=(efSearch=350)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8880666666666667
llama-eval,task2,faissHNSW,189.0143792629242,0.9922351837158203,"index=(HNSW128,efConstruction=500),query=(efSearch=450)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9169
llama-eval,task2,faissHNSW,189.0143792629242,0.3937349319458008,"index=(HNSW128,efConstruction=500),query=(efSearch=150)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.7626666666666667
llama-eval,task2,faissHNSW,189.0143792629242,1.6082961559295654,"index=(HNSW128,efConstruction=500),query=(efSearch=750)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9498666666666666
llama-eval,task2,faissHNSW,189.0143792629242,0.29301977157592773,"index=(HNSW128,efConstruction=500),query=(efSearch=75)",,"{""display_name"": ""electric-seller"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""dream-team"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""55991b0eea888264bb212c7fd6cdfc27ec924d11"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""https://github.com/Coda-Research-Group/sisap26-dream-team"", ""href"": ""https://github.com/Coda-Research-Group/sisap26-dream-team/tree/55991b0eea888264bb212c7fd6cdfc27ec924d11""}], ""public_image_name"": null, ""mount_config"": null}",6320,336123,232,19,202774 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.63
llama-eval,task2,faissIVF,13.437820434570312,0.0038576126098632812,"index=(IVF1024,SQfp16),query=(nprobe=2)",,"{""display_name"": ""python-baseline"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6b1fefd4cab12bbac5f23d556cd088e196d3a0d9"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap26-python-baseline.git"", ""href"": ""https://github.com/sisap-challenges/sisap26-python-baseline/tree/6b1fefd4cab12bbac5f23d556cd088e196d3a0d9""}], ""public_image_name"": null, ""mount_config"": null}",6361,332027,10,20,22851 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.21056666666666668
llama-eval,task2,faissIVF,13.437820434570312,0.20241427421569824,"index=(IVF1024,SQfp16),query=(nprobe=100)",,"{""display_name"": ""python-baseline"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6b1fefd4cab12bbac5f23d556cd088e196d3a0d9"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap26-python-baseline.git"", ""href"": ""https://github.com/sisap-challenges/sisap26-python-baseline/tree/6b1fefd4cab12bbac5f23d556cd088e196d3a0d9""}], ""public_image_name"": null, ""mount_config"": null}",6361,332027,10,20,22851 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8944666666666666
llama-eval,task2,faissIVF,13.437820434570312,0.09647989273071289,"index=(IVF1024,SQfp16),query=(nprobe=1)",,"{""display_name"": ""python-baseline"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6b1fefd4cab12bbac5f23d556cd088e196d3a0d9"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap26-python-baseline.git"", ""href"": ""https://github.com/sisap-challenges/sisap26-python-baseline/tree/6b1fefd4cab12bbac5f23d556cd088e196d3a0d9""}], ""public_image_name"": null, ""mount_config"": null}",6361,332027,10,20,22851 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.13306666666666667
llama-eval,task2,faissIVF,13.437820434570312,5.63424015045166,"index=(IVF1024,SQfp16),query=(nprobe=1000)",,"{""display_name"": ""python-baseline"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6b1fefd4cab12bbac5f23d556cd088e196d3a0d9"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap26-python-baseline.git"", ""href"": ""https://github.com/sisap-challenges/sisap26-python-baseline/tree/6b1fefd4cab12bbac5f23d556cd088e196d3a0d9""}], ""public_image_name"": null, ""mount_config"": null}",6361,332027,10,20,22851 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9661666666666666
llama-eval,task2,faissIVF,13.437820434570312,0.007612705230712891,"index=(IVF1024,SQfp16),query=(nprobe=5)",,"{""display_name"": ""python-baseline"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6b1fefd4cab12bbac5f23d556cd088e196d3a0d9"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap26-python-baseline.git"", ""href"": ""https://github.com/sisap-challenges/sisap26-python-baseline/tree/6b1fefd4cab12bbac5f23d556cd088e196d3a0d9""}], ""public_image_name"": null, ""mount_config"": null}",6361,332027,10,20,22851 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.3493
llama-eval,task2,faissIVF,13.437820434570312,0.18985652923583984,"index=(IVF1024,SQfp16),query=(nprobe=10)",,"{""display_name"": ""python-baseline"", ""command"": ""/app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""main"", ""source_code_commit"": ""6b1fefd4cab12bbac5f23d556cd088e196d3a0d9"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap26-python-baseline.git"", ""href"": ""https://github.com/sisap-challenges/sisap26-python-baseline/tree/6b1fefd4cab12bbac5f23d556cd088e196d3a0d9""}], ""public_image_name"": null, ""mount_config"": null}",6361,332027,10,20,22851 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.47763333333333335
llama-eval,task2,ExhaustiveSearch,0.0,6.273067727,f16-Cos,,"{""display_name"": ""julia-baseline"", ""command"": ""julia --project=/app /app/search.jl --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""basel1nerz"", ""description"": """", ""source_code_active_branch"": ""tira"", ""source_code_commit"": ""89f2891915ea6609f04f49dd67fd20d039c3c430"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:sisap-challenges/sisap2026-julia-example.git"", ""href"": ""https://github.com/sisap-challenges/sisap2026-julia-example/tree/89f2891915ea6609f04f49dd67fd20d039c3c430""}], ""public_image_name"": null, ""mount_config"": null}",6696,332144,10,11,14089 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.9663666666666667
llama-eval,task2,deglib,83.06059265136719,0.04270998761057854,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=6000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.7952
llama-eval,task2,deglib,83.06059265136719,0.046496883034706116,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=7000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8169333333333333
llama-eval,task2,deglib,83.06059265136719,0.04639870673418045,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=6750",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8119333333333333
llama-eval,task2,deglib,85.06270599365234,0.03540005534887314,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=6500",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.7987
llama-eval,task2,deglib,83.06059265136719,0.04026280343532562,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=5500",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.7818333333333334
llama-eval,task2,deglib,85.06270599365234,0.04124554246664047,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=8000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8212333333333334
llama-eval,task2,deglib,83.06059265136719,0.051525477319955826,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=8000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8306333333333333
llama-eval,task2,deglib,85.06270599365234,0.038887713104486465,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=7500",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8157
llama-eval,task2,deglib,85.06270599365234,0.046317048370838165,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=9000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8311
llama-eval,task2,deglib,83.06059265136719,0.04473323002457619,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=6500",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8066
llama-eval,task2,deglib,85.06270599365234,0.0342240110039711,"mode=mode5,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.18,max_dist=6000",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.7891666666666667
llama-eval,task2,deglib,83.06059265136719,0.04404810816049576,"mode=mode7,k_graph=32,k_ext=64,flas=1,num_runs=10,eps_search=0.007,max_dist=6250",,"{""display_name"": ""weighted-ancestor"", ""command"": ""python3 /app/search.py --input $inputDataset/*.h5 --task-description $inputDataset/config.json --output $outputDir"", ""vm_id"": ""deglib"", ""description"": """", ""source_code_active_branch"": ""tira-submission"", ""source_code_commit"": ""91465e22606bde5b84879b0fc6ad6bf069a206c0"", ""source_code_remotes"": [{""display_name"": ""origin"", ""name"": ""git@github.com:Visual-Computing/sisap26-deglib.git"", ""href"": ""https://github.com/Visual-Computing/sisap26-deglib/tree/91465e22606bde5b84879b0fc6ad6bf069a206c0""}], ""public_image_name"": null, ""mount_config"": null}",6107,333007,232,46,174728 ms,"Ok, Results shape (1000, 30): assumed no self-loops, comparing columns [0:30]",0.8014333333333333
